250089	Hey! Where are you going?! Dammit... when I'm done cleaning up these zombies, I'll have to teach that unstable missy a lesson. //n(TN: she's specifically referred to as a 'lady'/ojousama in Japanese)
250090	Finally, I caught up!
250091	Wait for a bit. Father, just a little longer... and Mei can become what you want her to be.
250092	What's going on with her? It's like she became a different person.
250093	And the way the zombies are acting... They're so close, but instead of attacking her, they slowed down and started following her...?
250094	Ahhh~ What a joyous feeling. Everyone, the whole world, is with me... No one will abandon me anymore, everyone will enjoy the happiness of eternity by my side!
250095	Hahaha~ Raiden Mei, let me help you make your desires a reality.
250096	Why do you look like that?! You're not Raiden Mei! Who are you?!
250097	Hahahaha~ Cute little kitten, it doesn't matter who I am~ Because soon, you will become a burnt corpse and join the rest of them.
250098	(O) Bang!!
250099	Woah! How did lightning strike all of a sudden?!
250100	Ohoho~ Well done avoiding that. It seems like you will be good practice for me. Let me torture you slowly~
250101	Who the hell are you?! Nobody outside of the Kaslana bloodline can survive in this Honkai heavy environment!
250102	Hah. It no longer matters who I am. Raiden Mei no longer exists, and I am here to bring this wretched world to its destruction in her place!
250103	(O) Bang!!
250104	The lightning energy is coursing through her... If this is a phenomenon caused by the Honkai, could she be absorbing the Honkai energy around her?
250105	So there are human beings in this world that can directly manipulate Honkai energy without external help. It's the only possible explanation I can think of...
250106	Ah, I think this could be pretty bad... But it's too early to be all doom and gloom! If you think about it from another angle, maybe I'll end up being the world's saviour!
250107	I have to find a way to stop her!
250108	Hah! Such spirit! Let's see you give it a try!
250109	(O) *Zombies roar*
250110	Out of my way!
250111	Hmph! That was careless of me. To think I would be tricked by a little girl like you. Looks like I will need to absorb more power-
250112	I won't let you!
250113	Eh?! What are you up to?!
250114	The Kaslana family bloodline is completely resistant to the Honkai! If my body can withstand the Honkai, I can cut you off from the source of your Honkai energy!
250115	Asshole! Stay away! Don't touch me!
250116	<i> UUUrgh </i> A surge of Honkai... directly into my body. This is the first time I've felt this much energy- It hurts!!
250117	Please... Help...
250118	Father! Please help... Don't leave Mei!
250119	This is... a piece of consciousness passed on through the Honkai energy?
250120	Father! Why did you leave me?! Why does everybody hate me?! Why?! Why?! Why?!
250121	This world can be damned for all I care!
250122	Don't pry into my heart!
250123	Ack!
250124	Damn it! I just need more power, then no one can hurt me anymore!
250125	Wait, stop! You're being taken over by the Honkai! If you absorb more Honkai energy, you will lose your mind! If that happens, it might be too late!
250126	Humph~ Don't tell me such ridiculous lies! I can see right through you, you're the same as the rest of them! They were jealous of my status and family, and you are jealous of my power!
250127	I will never forgive you... Just you wait!
250128	Hey, wait! Don't run away!
251063	There's a thunderstorm ahead... This should be the right way.
251064	But where am I now?  It's a place I've never seen, but... Was there really a place like this at the school?
251065	And this is an abandoned building, isn't it? It doesn't seem right for such a run-down building to be in such a modern academy...//n(TN: A bit verbose, maybe it's better to redo it closer to EN?)
251066	<i>Vrooom~vrom vrom vrom vrom vrom~</i>
251067	Hmm? That sound is... a motorcycle?
251068	Does that mean some humans still survived?
251069	No, the only person that should have been able to survive is Mei, and she was a special case. Could it be that this sound is.....
251070	Ha! You really are going after this Third Eruption in secret! Now that I found out that you're here, you're not getting away!
251071	I didn't expect there to be such a deserted place in this academy.
251072	And what's this smell... Yeesh, it's awful...  No way, is all the chemical wastewater and contaminated water from the school ending up here...?
251073	(O) ……
251074	The world-famous academy is doing something illegal like this... It's got a gorgeous appearance, but it's polluting the city behind that façade.
251075	There's even a warning sign to prevent people from entering. I wouldn't have seen this for the rest of my life if I didn't try following those engine sounds.
251076	If it wasn't for the Honkai, this might have been hidden forever.//n(TN: CN/JP changed the sentence, CN used "If it wasn't for me finding this...")
251077	Pretty on the outside, but rotten on the inside... Is that what human nature is like? Is that what our world is like?
251078	I can't understand it.
251079	<i>Vroooom- Vrom vroooom-</i>
251080	...Ah! That sound is right around the corner! I won't let you escape this time!
251081	This place is disgusting... It stinks and it's hard to walk and that engine sound keeps attracting zombies. That person doesn't seem bothered by it all. Well, I'm just a tender girl, and I have girlish needs, okay?
251082	When I find the guy with the motorcycle- If it really is the guy who left me behind- I will beat the crap out of him!
251083	(O) Ah… What's this…
251084	This motorcycle... it can't be the motorcycle I just heard, right?
251085	Well, it can't be him. He's still a warrior of the Kaslana family, he wouldn't make such a low level mistake.
251086	Let's follow the blood trail and investigate. Too bad there's still no clue as to where he is. It's disappointing.
251087	This person... should be the owner of the bike from earlier, right?
251088	You're heavily injured... Are you still suffering this pain, even after becoming a zombie?
251089	You don't have to bear it anymore. Rest in peace!
251090	<i>BANG!</i>
251091	Once, you were a human too. But you no longer are...
251092	You wimps. You succumbed to the end way too easily.
251093	But I, Kiana Kaslana, will never bow down to the Honkai!
251094	<i>Vrooom~vrom vrom vrom vrom vrom~</i>
251095	This sound! It's the same sound from before!
251096	You can hide as well as you like, I will find you!
251097	Phew... Finally, somewhere normal. If I had stayed there any longer, I would have suffocated.
251098	This seems to be a winding road.
251099	Where have I ended up this time...
251100	<i>Vrooom~vrom vrom vrom vrom vrom~</i>
251101	This... is it the motorcycle I heard before?
251102	It's getting closer!
251103	<i>Vrooom~vrom vrom vrom vrom vrom~</i>
251104	That's the motorcycle?! And the person riding it-
251105	Humph, there's a dead end up there, you're not getting away!
251106	Hey, what's with this note? It wasn't here before...
251107	This handwriting is really sloppy.
251108	...It says "Help me"?
251109	So the person on the motorcycle definitely isn't him... Kaslanas are never corrupted by the Honkai.
251110	Ah, but it's no time to be thinking about that guy. Right now I should be saving someone!
251111	Let me see... Around here... Ah, that is...
251112	...a girl? And that's the motorcycle?
251113	So it really wasn't him. I had hoped to find at least a sign of him.
251114	But, why isn't she moving? Hey, are you okay over there?!
251115	<i>Vrooom~vrom vrom vrom vrom vrom~</i>
251116	Damn... She doesn't give me the vibe that she's still human.
251117	Oh? She's not driving towards me? Does she still have some consciousness left?
251118	A bunch of cars just drove past... Most of them were sports cars...
251119	Is this a road race? Is this the track?
251120	It seems like the scope and range of the outbreak isn't that large, at least this place seems to be unaffected.
251121	<i>Craaash!</i>
251122	What happened?! Where was that explosion?!
251123	I can see black smoke up ahead... Could it be a car accident?
251124	Hey, hey hey! Even if this place is pretty deserted, you still have to abide by basic traffic rules!
251125	Ah, I can guess what happened. They probably became zombies while they were racing, so they crashed.
251126	<i>Vrooom~vrom vrom vrom vrom vrom~</i>
251127	There's no road up ahead! Why does it sound like she's still accelerating?!
251128	She... drove off the cliff...
251129	What happened...
251130	Huh, this book? It looks like a diary. Did that girl leave this behind? Let's have a look.
251131	<color=#ffd7b3>01/05: My motorcycle is finally here! I am going to name her Thunderbolt, because she will be as fast as lightning!</color>
251132	<color=#ffd7b3>01/06: I joined the motorcycle club at school! I didn't think Senba Academy would have such a club! Senpai told me I am the most talented person she's ever met, and she said she likes me a lot...</color>//n
<color=#ffd7b3>She's the first person who didn't judge me because of my looks.</color>
251133	<color=#ffd7b3>01/13: Our motorcycle club has accepted a challenge from the racing club. A battle between motorcycles and sports cars.</color>//n
<color=#ffd7b3>We met on the empty mountain road behind the ruins. It is said that nobody has come here for five years, and that there used to be some urban legend of the God of Racing.</color>
<color=#ffd7b3>They laughed at my looks, but my speed shut them up.</color>
251134	<color=#ffd7b3>02/02: Our club has won a lot of matches. Senpai said that I was born for biking. I'm so happy.</color>
251135	<color=#ffd7b3>03/13: Tomorrow, there will be another match. I made a deal with Senpai. If I win, she will consider studying to attend a local school.</color>//n
<color=#ffd7b3>It's really hard to enter a school in Nagazora. But if I win, she will try really hard for me.</color>
251136	This poor girl... If it weren't for the Honkai, she would be having a match with her Senpai right now.
251137	At the end, when she was being torn apart and corrupted by the Honkai, did she hang on because of her attachment to her Senpai? That's why there was that 'Help me' note...
251138	I don't know what this girl looks like, but I think she's beautiful. Unlike way too many people.
251139	In this world, there are people who look ugly, but who have a pure heart. I take back my negative comments earlier about everyone in the world......
251140	<i>Rumble...</i>
251141	This thunder...
251142	Damn, almost forgot I was still in this outbreak. I should be tracking down Raiden Mei right now.
251143	Let this girl rest. At least she died with her Senpai close to her heart.
251144	Unfortunately, Mei's quite a handful~ I still have to find her, and fast!//n(TN: It's something like "unfortunately unlike her, senpai is quite a handful!)
250129	(O) Bang!!
250130	Stormy clouds are now gathering above the main school building... Raiden Mei also left in that direction. The weather changes are definitely also her doing.
250131	He once told me there is a special kind of large scale Honkai outbreak, a cataclysm that can destroy the entire planet... But the scariest part is not the outbreak itself, but the creature born from the outbreak...
250132	A human body saturated with Honkai energy, stripped from a human mind. It becomes an entity made only for destruction and ruin. It is the strongest monster created by the Honkai- The Herrscher.
250133	Given the current situation, it is very likely that this is the case here.
250134	I never expected this outbreak to turn into something this big, and I'm worried I might be in over my head.
250135	Forget it... It's pointless to dwell on it any longer, I just hope things don't take a turn for the worse.
250136	Since I had already resolved myself to face the Honkai from the start, I won't let go of this opportunity! He should also be nearby and going after the same goal as me. And Raiden Mei, she must be at the center of this outbreak.
250137	To defeat this troublesome senpai, I'm afraid brute force alone won't do the trick. Those feelings that flowed to me through the Honkai energy earlier, those might be the key to waking her up.
250138	(O) *zZZZZ*
250139	Agh, this useless phone... It keeps beeping at the worst times, stop it!
250140	I don't need an alert to tell me there's a huge vortex of storm clouds looming overhead, and there are zombies everywhere... I can easily tell this place is super bad news.
250141	If I really end up dying here this time... No! Bad! I shouldn't be thinking so negatively. I, Kiana Kaslana, won't fall so easily!
250142	That's right! Until I find him, I can never give up!
250143	Haha~ Lovely little Kohai, you really are determined to die, aren't you? It is really touching~ As a reward for you, I'll give you a chance to share your last words.
250144	Last words? Then let me tell you a story about a senpai of mine.
250145	(O) ……?
250146	She lost her mother when she was very young, and has never felt a mother's love. And her father, he treated her like a tool, cultivated her to be the heir of his company.
250147	In order to live up to her father's expectations, this senpai worked hard to be better than anyone else. She gave up her opporunity to live happy and carefree like other girls her age. She suffered on her own accord, and she drove herself into a corner. All of it to be the most amazing person, so that her father would love her and treat her as a daughter.
250148	(O) Shut up!
250149	When she went to school, the senpai earned the love and respect of her teachers and classmates with her excellent grades and lovely appearance.
250150	But still, she did not get her father's approval. Slowly, senpai gave up all hope. It didn't matter if she was no more than a tool, at least her classmates and her teachers would acknowledge her. But then, a month ago something happened that shattered her hopes and dreams.
250151	Stop talking!! Don't make me remember those things!!!
250152	(O) Bang!!!
250153	Senpai's father was arrested after committing economic crimes with his company, and he lost his original social status. Senpai, she thought her classmates and teachers would try to comfort her. But they treated her completely differently.
250154	It turned out the world was not as friendly as she had thought, and the people around her had only flattered her because they feared her grand halo.
250155	After losing all these things, she became nothing. She couldn't even be her father's tool anymore.
250156	Don't act as if you know me so well!! It's true, I have nothing left, everyone betrayed me! But I don't need them anymore!
250157	Even if I am alone... In can survive in this world of Honkai! The power I wield is the proof of how valuable I am!
250158	<i>The mind that was being suppressed by the Honkai finally seems to be resurfacing. If she can completely recover herself, that should be enough to save her.</i>
250159	(O) Mei! I know your feelings! You worked so hard for your dream, but you were abandoned by others at last……
250160	But you have to live! Not for the name Raiden Mei, or your father's family business, not for the goodwill, mercy, or charity of others! Live for yourself!
250161	(O) For myself…
250162	Mei-senpai! Come and grab my hand! I will help you get rid of the Honkai in your body!
250163	Can I really trust you?
250164	Yes! I swear! I won't deceive you!
250165	You are the first person to reach out to me like this... Thank you.
250166	(O) But… It's too late.
250167	Mei-senpai?!
250168	This girl can't turn back anymore! She will become the goddess of death that brings destruction to this world!
250169	It's you! You're the other personality created by the Honkai! Get out of Mei-senpai's head!
250170	<i>Ha ha...</i> When I completely overtake her spirit, you won't stand a chance!
250171	You asshole! Get back here!
250172	Damn it, almost succeeded... This is so frustrating! That <i>thing</i> from before seems like it has taken control over Mei's body.
250173	It's getting darker, and it will become more and more dangerous the longer this goes on... I've deviated a lot from the original plan, but I've chosen this path. I must finish this!
250174	When the city lights went dim, I realised that the night sky is so mesmerising. If it weren't for the thunderclouds above me, the view would be amazing~
250175	(O) …… Sometimes I have this thought: Which part is broken, the world?　Or us?
250176	Please... Stay away, leave me be! I can't suppress it anymore. I don't want to be its puppet!
250177	Mei-senpai! Don't give up! Don't let the Honkai consume you!
250178	No... I'm too tired to keep on living, and I don't have the strength to fight anymore. If I die now, perhaps I will find peace.
250179	Senpai! What are you doing?!
250180	Thank you ... I'm glad I met you at the end. Jumping here now seems to be the best choice I can make.
250181	Don't--!!
250182	(O) ……
250183	She jumped down. In the end, I didn't make any difference! And I was so close!
250184	(O) ……
250185	(O) ……
250186	Ha ha ha ha!
250187	(O) !?
250188	What are you so sad about? I finally obtained this body, would I really let it die so easily?
250189	You again!
250190	Hee he he~ Don't worry, Raiden Mei will not be alone, I will always be with her~ And I will fulfill all of her wishes.
250191	First of which: Simply killing you, you annoying school girl!
250192	As if! I'll definitely bring her back!
250193	Impossible... I was actually defeated by such a human...
250194	Senpai! Senpai! Wake up!
250195	I'm alive...
250196	Wouldn't it be okay to let a person like me die? Why would you risk your life to save me?
250197	Hu~ I don't know. When you shared your thoughts with me, I recognised a little of myself in them. Maybe I just did it for myself.
250198	Can you tell me your name?
250199	Kiana Kaslana. I'm just a school girl who happened to pass by for personal reasons.
250200	What a strange person...
250201	To me, Senpai is also a strange person! Actually being able to survive such a violent Honkai outbreak. And there is stil...
250202	What is it?
250203	No, it's nothing. Don't worry about it Senpai~ It's over now.
250204	Just call me Mei. This 'Honkai' you just mentioned. Is that the name of this disaster?
250205	Well~ It's a bit of a headache to explain this problem. On the surface, Honkai is as you can see: A phenomenon that leads to the destruction of the world and the demise of mankind.
250206	(O) …?
250207	The world ending Honkai, whether you can accept it now or not, is a phenomenon that occurs periodically. Right now, human knowledge cannot explain what the cause is, and it can only be said to be an unpredictable disaster.
250208	It can take many forms: Wars, infectious diseases, climate disasters, meteor strikes... Even godlike warriors can suddenly appear.
250209	For example, a recent large-scale Honkai outbreak, the Black Death in the 14th century, directly or indirectly caused the destruction of one third of the world's population.
250210	Then, what was eroding my body just earlier?
250211	That is the source of Honkai energy, which will accompany the Honkai, and it is an energy that can distort the rules of the world. It's presumed to be an indispensable element for causing the Honkai, and the nature of its existence is also hard to get a read on.
250212	However, it seems to have a significant tendency towards consciousness, though that's not in any of the records. Maybe something similar has happened before, that was then classified.
250213	Has it left me now?
250214	I don't know it either. Maybe it left, or maybe it's sleeping inside of Mei-senpai somewhere. But I think as long as Mei-senpai stays strong willed and sticks to her heart, it will definitely not reappear~
250215	Mh, thank you.
250216	Hey~ You're welcome! As a partner, this is a must~
250217	Partner? This is the first time someone considers me a partner.
250218	Mei-senpai? What's wrong?
250219	It's nothing, there is a feeling in my heart that I have never had before. But, can someone like me really become a companion? I killed them, I wanted to curse the world. I...I...
250220	No, all of that wasn't Mei-senpai's fault. It was the Honkai enacting judgement upon humanity.
250221	In my opinion, there is no absolute good and evil in this world. There was never such a thing before, and I don't think there ever will be in this broken world.
250222	Because of your will, you managed to survive. Those who are weak, who gave up their belief in survival, have long since become zombies. No matter what kind of beliefs you hold, to survive is the most meaningful thing.
250223	Can I really be your partner?
250224	Please watch my back, and fight beside me.
250862	It looks like it's just the two of us left in the entire academy. This is just like in a movie...
250863	Surely enough, it's all because of me.. Ah! Kiana, why did you pinch my face?
250864	That's punishment for a certain Senpai who can't stop blaming herself for everything. I've already told you that the people who didn't survive didn't do so because they lost their will.  In my opinion, it doesn't make a difference whether they are alive or not.
250865	Still though, I can't just accept that...
250866	 Mei-senpai! This is no longer the peaceful world you're used to! This entire place has been swallowed by the Honkai. If you can't change your mentality, you will be swallowed by the Will of the Honkai too!
250867	But... It's far too sudden. I need time to adjust.
250868	That's okay~ It's okay to get used to Honkai and stuff. You can take your time.//nAnd... Senpai, you're actually pretty cute like this~
251394	Kiana is quite good at making people smile.
251395	Ehehehehehe-
250869	All right, I'll work towards it slowly! But right now, our primary goal is escaping this academy, right?
250870	Well, right now the academy is full of zombies, so walking out the front door is pretty much the worst option. We have to think of another way to leave.
250871	Kiana, why don't you let me take the lead? I'm quite familiar with this lab building, there's a passage leading to the side entrance of the academy.
250872	Ah! Isn't this the restricted area of the academy? Even if you're a third-year, you wouldn't have had any opportunity to come here, would you?
250873	Well, it's true that this is one of the forbidden areas of the school, but that's only for students in general. For me, it's not as restrictive.
250874	In fact...this laboratory, and even this academy, was funded and built by my family's business. And my father, Raiden Ryoma, was the biggest contributor to promoting the establishment of Senba Academy.
250875	How fitting for ME Corp, to be able to build a whole Academy City.
250876	It's just a smart electronics company, it's not a big deal.//nAnyway, our primary goal now is to escape the academy, right?
250877	Okay~ Okay~ Then I should ask Miss Raiden to swiftly take me away from this hellhole.
251396	(O) Mei?
251397	Hm? What's the matter, Kiana?
251398	Ah it's nothing, it's just that you looked sad so I wanted to ask you what's wrong.
251399	It's nothing... I'm just... Thinking of my father.
251400	I remember when I was still a kid, my father would always be doing experiments, as if experiments were all he ever had ......
251401	I was tutored by the private teachers that my father hired, and I've never had any friends. The only person that I could talk to was my Kendo teacher.
251402	When I got older, I wanted to question my father about that, but he vanished.
251403	Vanished... You mean...?
251404	Missing, whereabouts unknown.
251405	(O) Just like mine…
251406	(O) Kiana?
251407	My dad also vanished, so that's why I came to Chiba Academy, to look for him.
251408	Looks like we're in the same boat then.
251409	Yeah, should we call this alliance the "Girls' Alliance of Looking for Our Missing Dads"?
251410	What kind of name is that?
251411	Ehehehehe~
251412	The temperature is also getting lower and lower, it feels like entering a freezer...
251413	The experiments here seem a little strange, it seems a bit different from the ones my father was doing.
251414	Experiments? Looks pretty standard to me... Specimens, biochemical symbols, stuff like that. More like, this place gives off serious laboratory vibes~
251415	Additonally, there seems to be a logo above all the lab doors we just passed... It's bugging me...
251416	Logos? What logos?
251417	That one.
251418	Maybe it's a logo from your company? Don't worry about it, senpai~
251419	Mmmh, that's probably right.
251420	I remember passing through the front warehouse to exit through the side door.
251421	Sssh!
251422	Senpai, did you hear anything?
251423	...<i>shuffle</i>....<i>shuffle</i>...
251424	This sound- Could the zombies be coming after us?
251425	No, that's not what zombies sound like. It was more like the sound of an animal moving, and it came from the direction of the warehouse.
251426	How can there be animals in a place like this... How about we go and have a look?
251427	Well, I have a feeling that if we turn back now we'll just be faced with more zombies so... let's go check the warehouse out!
250898	Mei-senpai! Did you see that?
250899	Um... What is that?
250900	Not sure... It slipped away. Let's follow it and find out!
250901	Hold on! We don't want to get hurt if we rush after them. Let's act calmly and make a plan.
250902	(O) Ha?
250903	How could there be a person there? Kiana, didn't you say that that was the sound of an animal?
250904	(O) I… I don't know…
250905	Is she whispering to someone?
250906	There isn't anyone else here, just zombies, so is she talking to herself?
250907	No, look in front of her, there's a girl lying there.
250908	<i>pip pip pip...</i>
250909	Dammit, why is it buzzing now of all times!?
250910	What!? There's a strong Honkai Energy reaction 20 meters ahead. Isn't that-!?
250911	Kiana, I think she saw us! She's looking our way. Her face is so pale... And...
250912	Senpai, what did you see? Why are you trembling?
250913	(O) She has tails……
250914	Tails? That's not good... Looking at her, she's probably also able to control Honkai Energy. We need to get out of here, fast!
250915	Phew~ It should be safe here.
250916	Mmmh, we're not far from the side entrance of the academy...
250917	Calm down, Senpai. Are you concerned about what we just saw?
250918	Well, I keep feeling like there's something more to her... And that girl lying there.
250919	Kiana, why don't we go back and investigate?
250920	No! This place is too dangerous!
250921	(O) ……
250922	(O) And…
250923	Okay~ I understand~ Maybe Kiana is really right... I'm being too reckless.
250924	Let's go, I'll get you out of this Academy City...
251145	……
251146	(O) Mei…?
251147	(O) Kiana, I just thought about that thing. I feel we might get involved in some weird cases…
251148	(O) We can't go back in this situation!
251149	(O) Why? Don't you want to know what happened to this girl?
251150	(O) No… You know Houkai level is different,if…
251151	(O) Fiddle-de-dee……
251152	(O) ……
251153	(O) What happened, Kiana?
251154	(O) Houkai energy detected, the level of this Houkai… Should be that "person". I think you are right, Mei. We got involved in some strange cases.
251155	(O) Does it mean that person know we are leaving, so she is waiting us at the side door?
251156	Well, I don't know what the other side is thinking, but it seems better to give up on escaping from the school for the time being . . .
251157	(O) Fiddle-de-dee……
251158	(O) No! She found us! She is moving to us! We must leave here!
251159	(O) Where are we now?
251160	Let's see...... I know, this is one of the academy's forbidden areas. It seems that this is an abandoned schoolhouse. I hear that ghosts come out here from time to time...
251161	Ha, I don't believe that! There shouldn't be any ghosts here. But if it's a forbidden area, there might be less zombies... Maybe it's safer?
251162	Are there fewer zombies in a forbidden area?
251163	(O) Yes?
251164	(O) I always feel there is someone following us.
251165	(O) Oh no, must be that thing!
251166	Ki, Kiana, Aren't there less zombies here? Why are we surrounded by zombies?!
251167	I think she's attracting the zombies.
251168	She... You mean that girl with a tail?
251169	Right! They're reacting to the source of the Honkai. The source of Honkai is not only collecting Honkai energy, but also zombies together. Moreover, because it absorbs the Honkai energy fast, the power becomes stronger as time passes. (tn: redo this)
251170	(O) So… I think it will be wrose if we continue running…
251171	(O) We were planned to escape, now we come back to this place again, we need to do something!
251172	(O) Maybe we should talk to her first! I'm also very interested in her~
251173	(O) Kiana, you are just like a knight now~
251174	(O) And one more thing… I don't have much ammo.
251175	(O) Cough…
251176	(O) Did you hurt her?
251177	(O) Hum?
251178	(O) Do you mean the girl lay in front of you?
251179	(O) So, you know her?
251180	(O) …
251181	(O) If no, I think the talk is over.
251182	(O) Fox, you can't run so easily, why did you chase us? And who are you? Why did you attract those zombies?
251183	(O) Who am I? I don't know that either…
251184	(O) I didn't mean to hurt you, I haven't seen a lot of normal human. I just want to get more information.
251185	(O) You seems have some special emotion to the girl?
251186	(O) Special emotion? Maybe, because she slept with me/
251187	(O) Wait a second? You slept together?
251188	(O) Kiana, shut up, let her finish talking, I think, she has some stories~
251189	(O) That was a rainy night. She came to my shrine, without umbrella, I was a little fox that time. She hold me a whole night, kept me warm.
251190	(O) So, we got closer and closer… However!
